index,method_family,method,offline_variant,online_variant,entity_id,seed,source_path,staged_path,staged_name,size_bytes,sha256
61,deep_learning,candi,,main,machine_3_9,seed36,/root/bachelor-thesis-2026/outputs/benchmark/online_streaming/smd/candi/reference_adapter_redlamp_encoder/machine_3_9/seed36/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/baseline__candi__main__machine_3_9__seed36__online_metrics.json,baseline__candi__main__machine_3_9__seed36__online_metrics.json,4763040,bb7cbaf01c5a7ddec5d544eee572a425011a7ed7cb0867861ddae142553fe390
62,deep_learning,candi,,main,machine_3_9,seed6,/root/bachelor-thesis-2026/outputs/benchmark/online_streaming/smd/candi/reference_adapter_redlamp_encoder/machine_3_9/seed6/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/baseline__candi__main__machine_3_9__seed6__online_metrics.json,baseline__candi__main__machine_3_9__seed6__online_metrics.json,4761310,eb013a729b415b620e665a422cde4e63fc2ccd98cee8bc97f4f7311379fa569c
63,deep_learning,candi,,main,machine_3_9,seed8,/root/bachelor-thesis-2026/outputs/benchmark/online_streaming/smd/candi/reference_adapter_redlamp_encoder/machine_3_9/seed8/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/baseline__candi__main__machine_3_9__seed8__online_metrics.json,baseline__candi__main__machine_3_9__seed8__online_metrics.json,4763882,16698d6883f1b17898c4d5e5a61779b2b2ac5cd00ede4b463b9ee107f69939d3
64,deep_learning,m2n2,,main,machine_1_6,seed36,/root/bachelor-thesis-2026/outputs/benchmark/online_streaming/smd/m2n2/reference_adapter_redlamp_encoder/machine_1_6/seed36/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/baseline__m2n2__main__machine_1_6__seed36__online_metrics.json,baseline__m2n2__main__machine_1_6__seed36__online_metrics.json,1024761,e499fc42d85f0d59ab7cec69ac2941967c5654d3add39750b84c3eb8e783497f
65,deep_learning,m2n2,,main,machine_1_6,seed6,/root/bachelor-thesis-2026/outputs/benchmark/online_streaming/smd/m2n2/reference_adapter_redlamp_encoder/machine_1_6/seed6/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/baseline__m2n2__main__machine_1_6__seed6__online_metrics.json,baseline__m2n2__main__machine_1_6__seed6__online_metrics.json,1024710,d7173b2aa23958d4e2caabf0b27b3c3bd14c2ef04fee7308a4a5e234cb369643
66,deep_learning,m2n2,,main,machine_1_6,seed8,/root/bachelor-thesis-2026/outputs/benchmark/online_streaming/smd/m2n2/reference_adapter_redlamp_encoder/machine_1_6/seed8/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/baseline__m2n2__main__machine_1_6__seed8__online_metrics.json,baseline__m2n2__main__machine_1_6__seed8__online_metrics.json,1025191,3610ae92f72758ea77f45e048c158e3926cc454e3afe1e43f4521cb8ad4f8fde
67,deep_learning,m2n2,,main,machine_3_4,seed36,/root/bachelor-thesis-2026/outputs/benchmark/online_streaming/smd/m2n2/reference_adapter_redlamp_encoder/machine_3_4/seed36/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/baseline__m2n2__main__machine_3_4__seed36__online_metrics.json,baseline__m2n2__main__machine_3_4__seed36__online_metrics.json,1677536,13a545683c564e74e0d81a2918c88eeb895288a71945429161aff6df831e285c
68,deep_learning,m2n2,,main,machine_3_4,seed6,/root/bachelor-thesis-2026/outputs/benchmark/online_streaming/smd/m2n2/reference_adapter_redlamp_encoder/machine_3_4/seed6/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/baseline__m2n2__main__machine_3_4__seed6__online_metrics.json,baseline__m2n2__main__machine_3_4__seed6__online_metrics.json,1681046,5b697b73c9bd2056362d67b71772832972036e82cb5455d977b827c30395a8e2
69,deep_learning,m2n2,,main,machine_3_4,seed8,/root/bachelor-thesis-2026/outputs/benchmark/online_streaming/smd/m2n2/reference_adapter_redlamp_encoder/machine_3_4/seed8/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/baseline__m2n2__main__machine_3_4__seed8__online_metrics.json,baseline__m2n2__main__machine_3_4__seed8__online_metrics.json,1677540,7ad37ffd5365193e956bdc3071bcbf3eedc36e008a9805b640b726142d95f427
70,deep_learning,m2n2,,main,machine_3_9,seed36,/root/bachelor-thesis-2026/outputs/benchmark/online_streaming/smd/m2n2/reference_adapter_redlamp_encoder/machine_3_9/seed36/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/baseline__m2n2__main__machine_3_9__seed36__online_metrics.json,baseline__m2n2__main__machine_3_9__seed36__online_metrics.json,4898845,7721e4791af339c841bb5aaeac287cc8fc45a4af5dc2857a05113bf1519bf03f
71,deep_learning,m2n2,,main,machine_3_9,seed6,/root/bachelor-thesis-2026/outputs/benchmark/online_streaming/smd/m2n2/reference_adapter_redlamp_encoder/machine_3_9/seed6/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/baseline__m2n2__main__machine_3_9__seed6__online_metrics.json,baseline__m2n2__main__machine_3_9__seed6__online_metrics.json,4898190,a017917843b2248042be401dad7b3b63781ca7d2ee06af9e206ba29d086c92c6
72,deep_learning,m2n2,,main,machine_3_9,seed8,/root/bachelor-thesis-2026/outputs/benchmark/online_streaming/smd/m2n2/reference_adapter_redlamp_encoder/machine_3_9/seed8/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/baseline__m2n2__main__machine_3_9__seed8__online_metrics.json,baseline__m2n2__main__machine_3_9__seed8__online_metrics.json,4898600,f46c048365e5dd3b27f0a95fae0856e9004490427368f359694c9be42bcb88ff
73,traditional_ml,iforest,,main,machine_1_6,seed36,/root/bachelor-thesis-2026/outputs/benchmark/online_streaming/smd/iforest/main/machine_1_6/seed36/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/baseline__iforest__main__machine_1_6__seed36__online_metrics.json,baseline__iforest__main__machine_1_6__seed36__online_metrics.json,750476,0c282a48ac73f9bd431a8dc5e6e9160d8855df2f45420e7e52b1c098ed89be64
74,traditional_ml,iforest,,main,machine_1_6,seed6,/root/bachelor-thesis-2026/outputs/benchmark/online_streaming/smd/iforest/main/machine_1_6/seed6/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/baseline__iforest__main__machine_1_6__seed6__online_metrics.json,baseline__iforest__main__machine_1_6__seed6__online_metrics.json,750311,f44eeedfa61292a4e2bceb9b404b6fcd36b75852c9337aaf5377e9697788bacd
75,traditional_ml,iforest,,main,machine_1_6,seed8,/root/bachelor-thesis-2026/outputs/benchmark/online_streaming/smd/iforest/main/machine_1_6/seed8/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/baseline__iforest__main__machine_1_6__seed8__online_metrics.json,baseline__iforest__main__machine_1_6__seed8__online_metrics.json,752604,c7524cb6553df5e0aa7cb7b30ec2fc0d6b2ca9384c38e536ff66c84bbbb17a1b
76,traditional_ml,iforest,,main,machine_3_4,seed36,/root/bachelor-thesis-2026/outputs/benchmark/online_streaming/smd/iforest/main/machine_3_4/seed36/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/baseline__iforest__main__machine_3_4__seed36__online_metrics.json,baseline__iforest__main__machine_3_4__seed36__online_metrics.json,1275672,c3be7c4489a746d50738cad3c2f47e7014a8fae44d198262c2d311706e9693cb
77,traditional_ml,iforest,,main,machine_3_4,seed6,/root/bachelor-thesis-2026/outputs/benchmark/online_streaming/smd/iforest/main/machine_3_4/seed6/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/baseline__iforest__main__machine_3_4__seed6__online_metrics.json,baseline__iforest__main__machine_3_4__seed6__online_metrics.json,1279233,44c11d6ff786110509faf9329fd9802b61b2235fafdd3bbf2a7b4f012c648ebc
78,traditional_ml,iforest,,main,machine_3_4,seed8,/root/bachelor-thesis-2026/outputs/benchmark/online_streaming/smd/iforest/main/machine_3_4/seed8/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/baseline__iforest__main__machine_3_4__seed8__online_metrics.json,baseline__iforest__main__machine_3_4__seed8__online_metrics.json,1278873,f0a75a5b48e1877381666b0cc9af1ae65a79d2848116dc7feee361ede96b1446
79,traditional_ml,iforest,,main,machine_3_9,seed36,/root/bachelor-thesis-2026/outputs/benchmark/online_streaming/smd/iforest/main/machine_3_9/seed36/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/baseline__iforest__main__machine_3_9__seed36__online_metrics.json,baseline__iforest__main__machine_3_9__seed36__online_metrics.json,3531898,4dbb8ac73a7178d08b84b90930dfee106950fdd5eb77eeaa7c55461c992e156b
80,traditional_ml,iforest,,main,machine_3_9,seed6,/root/bachelor-thesis-2026/outputs/benchmark/online_streaming/smd/iforest/main/machine_3_9/seed6/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/baseline__iforest__main__machine_3_9__seed6__online_metrics.json,baseline__iforest__main__machine_3_9__seed6__online_metrics.json,3547814,2d8999e3eb015206af62b7c5a717a025386bd1bea6da59736a336f9f5caf2861
81,traditional_ml,iforest,,main,machine_3_9,seed8,/root/bachelor-thesis-2026/outputs/benchmark/online_streaming/smd/iforest/main/machine_3_9/seed8/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/baseline__iforest__main__machine_3_9__seed8__online_metrics.json,baseline__iforest__main__machine_3_9__seed8__online_metrics.json,3535483,c8f17684d364a5fbb17d696b368819cbe663f0c99bcb67a3c3f442af5aab5ea2
82,traditional_ml,kmeans_ad,,main,machine_1_6,seed36,/root/bachelor-thesis-2026/outputs/benchmark/online_streaming/smd/kmeans_ad/main/machine_1_6/seed36/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/baseline__kmeans_ad__main__machine_1_6__seed36__online_metrics.json,baseline__kmeans_ad__main__machine_1_6__seed36__online_metrics.json,718003,da21376785429eada2e4771c96d019f8222a9a0e5f64c53ace88b601658a7d0b
83,traditional_ml,kmeans_ad,,main,machine_1_6,seed6,/root/bachelor-thesis-2026/outputs/benchmark/online_streaming/smd/kmeans_ad/main/machine_1_6/seed6/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/baseline__kmeans_ad__main__machine_1_6__seed6__online_metrics.json,baseline__kmeans_ad__main__machine_1_6__seed6__online_metrics.json,720221,da413be019e9024238e871c99aead4615d7ca6e417569cef9c791c5ebf166f18
84,traditional_ml,kmeans_ad,,main,machine_1_6,seed8,/root/bachelor-thesis-2026/outputs/benchmark/online_streaming/smd/kmeans_ad/main/machine_1_6/seed8/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/baseline__kmeans_ad__main__machine_1_6__seed8__online_metrics.json,baseline__kmeans_ad__main__machine_1_6__seed8__online_metrics.json,719975,46401b61494f7f6f92770164ba2b6080eab4df6b386dfffa7d520cfb04acda26
85,traditional_ml,kmeans_ad,,main,machine_3_4,seed36,/root/bachelor-thesis-2026/outputs/benchmark/online_streaming/smd/kmeans_ad/main/machine_3_4/seed36/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/baseline__kmeans_ad__main__machine_3_4__seed36__online_metrics.json,baseline__kmeans_ad__main__machine_3_4__seed36__online_metrics.json,1222110,dcb7bbe4410245b7ced47bdc960235dc03591375e96e101507979f487c0b44eb
86,traditional_ml,kmeans_ad,,main,machine_3_4,seed6,/root/bachelor-thesis-2026/outputs/benchmark/online_streaming/smd/kmeans_ad/main/machine_3_4/seed6/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/baseline__kmeans_ad__main__machine_3_4__seed6__online_metrics.json,baseline__kmeans_ad__main__machine_3_4__seed6__online_metrics.json,1218655,784281f9cad564bd7fb91bc19f2404d9632a743f4740bc99500cfbea0e546f22
87,traditional_ml,kmeans_ad,,main,machine_3_4,seed8,/root/bachelor-thesis-2026/outputs/benchmark/online_streaming/smd/kmeans_ad/main/machine_3_4/seed8/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/baseline__kmeans_ad__main__machine_3_4__seed8__online_metrics.json,baseline__kmeans_ad__main__machine_3_4__seed8__online_metrics.json,1222344,755e332852f6bc9605f290b962f439562cb252d58b860692078aebe09c73d6c5
88,traditional_ml,kmeans_ad,,main,machine_3_9,seed36,/root/bachelor-thesis-2026/outputs/benchmark/online_streaming/smd/kmeans_ad/main/machine_3_9/seed36/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/baseline__kmeans_ad__main__machine_3_9__seed36__online_metrics.json,baseline__kmeans_ad__main__machine_3_9__seed36__online_metrics.json,3435537,fddc512601436a055ff84e859b06b0edd229f873c8c93317ffe347009fe155fa
89,traditional_ml,kmeans_ad,,main,machine_3_9,seed6,/root/bachelor-thesis-2026/outputs/benchmark/online_streaming/smd/kmeans_ad/main/machine_3_9/seed6/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/baseline__kmeans_ad__main__machine_3_9__seed6__online_metrics.json,baseline__kmeans_ad__main__machine_3_9__seed6__online_metrics.json,3424214,6a7970f24068f6cdac599cc1001f7c2c879daa525727aff6382c89a4a75a3e71
90,traditional_ml,kmeans_ad,,main,machine_3_9,seed8,/root/bachelor-thesis-2026/outputs/benchmark/online_streaming/smd/kmeans_ad/main/machine_3_9/seed8/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/baseline__kmeans_ad__main__machine_3_9__seed8__online_metrics.json,baseline__kmeans_ad__main__machine_3_9__seed8__online_metrics.json,3433980,01b0b2eb366d46c5eff73557e8c68192c481ae072a9d00f485df59d78bced2ad
91,traditional_ml,stumpy,,main,machine_1_6,seed36,/root/bachelor-thesis-2026/outputs/benchmark/online_streaming/smd/stumpy/main/machine_1_6/seed36/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/baseline__stumpy__main__machine_1_6__seed36__online_metrics.json,baseline__stumpy__main__machine_1_6__seed36__online_metrics.json,717452,04dabcb53abba85fc316f09ceba865520fa5194da5d7c80db5990e18034fc37d
92,traditional_ml,stumpy,,main,machine_1_6,seed6,/root/bachelor-thesis-2026/outputs/benchmark/online_streaming/smd/stumpy/main/machine_1_6/seed6/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/baseline__stumpy__main__machine_1_6__seed6__online_metrics.json,baseline__stumpy__main__machine_1_6__seed6__online_metrics.json,717452,04dabcb53abba85fc316f09ceba865520fa5194da5d7c80db5990e18034fc37d
93,traditional_ml,stumpy,,main,machine_1_6,seed8,/root/bachelor-thesis-2026/outputs/benchmark/online_streaming/smd/stumpy/main/machine_1_6/seed8/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/baseline__stumpy__main__machine_1_6__seed8__online_metrics.json,baseline__stumpy__main__machine_1_6__seed8__online_metrics.json,717452,04dabcb53abba85fc316f09ceba865520fa5194da5d7c80db5990e18034fc37d
94,traditional_ml,stumpy,,main,machine_3_4,seed36,/root/bachelor-thesis-2026/outputs/benchmark/online_streaming/smd/stumpy/main/machine_3_4/seed36/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/baseline__stumpy__main__machine_3_4__seed36__online_metrics.json,baseline__stumpy__main__machine_3_4__seed36__online_metrics.json,1221853,69b59290d64248a6fd9d4dec4a4c74d2705af9a0925026286b872d2ae1be020b
95,traditional_ml,stumpy,,main,machine_3_4,seed6,/root/bachelor-thesis-2026/outputs/benchmark/online_streaming/smd/stumpy/main/machine_3_4/seed6/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/baseline__stumpy__main__machine_3_4__seed6__online_metrics.json,baseline__stumpy__main__machine_3_4__seed6__online_metrics.json,1221853,69b59290d64248a6fd9d4dec4a4c74d2705af9a0925026286b872d2ae1be020b
96,traditional_ml,stumpy,,main,machine_3_4,seed8,/root/bachelor-thesis-2026/outputs/benchmark/online_streaming/smd/stumpy/main/machine_3_4/seed8/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/baseline__stumpy__main__machine_3_4__seed8__online_metrics.json,baseline__stumpy__main__machine_3_4__seed8__online_metrics.json,1221853,69b59290d64248a6fd9d4dec4a4c74d2705af9a0925026286b872d2ae1be020b
97,traditional_ml,stumpy,,main,machine_3_9,seed36,/root/bachelor-thesis-2026/outputs/benchmark/online_streaming/smd/stumpy/main/machine_3_9/seed36/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/baseline__stumpy__main__machine_3_9__seed36__online_metrics.json,baseline__stumpy__main__machine_3_9__seed36__online_metrics.json,3411494,8a5b7a868a225515d8a75c2b654630da10d2a63ea204874f31d6d78a0891c73f
98,traditional_ml,stumpy,,main,machine_3_9,seed6,/root/bachelor-thesis-2026/outputs/benchmark/online_streaming/smd/stumpy/main/machine_3_9/seed6/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/baseline__stumpy__main__machine_3_9__seed6__online_metrics.json,baseline__stumpy__main__machine_3_9__seed6__online_metrics.json,3411494,8a5b7a868a225515d8a75c2b654630da10d2a63ea204874f31d6d78a0891c73f
99,traditional_ml,stumpy,,main,machine_3_9,seed8,/root/bachelor-thesis-2026/outputs/benchmark/online_streaming/smd/stumpy/main/machine_3_9/seed8/online_metrics.json,/root/bachelor-thesis-2026/outputs/reporting/online_phase_tables/online_metrics_99/baseline__stumpy__main__machine_3_9__seed8__online_metrics.json,baseline__stumpy__main__machine_3_9__seed8__online_metrics.json,3411494,8a5b7a868a225515d8a75c2b654630da10d2a63ea204874f31d6d78a0891c73f
