dataset_name,series_id,source_file,span_start_index,span_end_index_exclusive,span_length,span_ordinal_in_series,split,entity_id,spacecraft
smd,machine-2-3,data/ServerMachineDataset/test_label/machine-2-3.txt,10953,10957,4,5,test,machine-2-3,
smd,machine-2-3,data/ServerMachineDataset/test_label/machine-2-3.txt,12200,12226,26,6,test,machine-2-3,
smd,machine-2-3,data/ServerMachineDataset/test_label/machine-2-3.txt,15070,15151,81,7,test,machine-2-3,
smd,machine-2-3,data/ServerMachineDataset/test_label/machine-2-3.txt,19375,19416,41,8,test,machine-2-3,
smd,machine-2-3,data/ServerMachineDataset/test_label/machine-2-3.txt,19545,19553,8,9,test,machine-2-3,
smd,machine-2-3,data/ServerMachineDataset/test_label/machine-2-3.txt,20253,20258,5,10,test,machine-2-3,
smd,machine-2-4,data/ServerMachineDataset/test_label/machine-2-4.txt,1012,1016,4,1,test,machine-2-4,
smd,machine-2-4,data/ServerMachineDataset/test_label/machine-2-4.txt,2098,2102,4,2,test,machine-2-4,
smd,machine-2-4,data/ServerMachineDataset/test_label/machine-2-4.txt,3538,3542,4,3,test,machine-2-4,
smd,machine-2-4,data/ServerMachineDataset/test_label/machine-2-4.txt,4576,4579,3,4,test,machine-2-4,
smd,machine-2-4,data/ServerMachineDataset/test_label/machine-2-4.txt,4976,4980,4,5,test,machine-2-4,
smd,machine-2-4,data/ServerMachineDataset/test_label/machine-2-4.txt,5099,5380,281,6,test,machine-2-4,
smd,machine-2-4,data/ServerMachineDataset/test_label/machine-2-4.txt,6416,6419,3,7,test,machine-2-4,
smd,machine-2-4,data/ServerMachineDataset/test_label/machine-2-4.txt,7856,7859,3,8,test,machine-2-4,
smd,machine-2-4,data/ServerMachineDataset/test_label/machine-2-4.txt,9296,9300,4,9,test,machine-2-4,
smd,machine-2-4,data/ServerMachineDataset/test_label/machine-2-4.txt,9473,9505,32,10,test,machine-2-4,
smd,machine-2-4,data/ServerMachineDataset/test_label/machine-2-4.txt,10736,10739,3,11,test,machine-2-4,
smd,machine-2-4,data/ServerMachineDataset/test_label/machine-2-4.txt,12176,12179,3,12,test,machine-2-4,
smd,machine-2-4,data/ServerMachineDataset/test_label/machine-2-4.txt,13611,13640,29,13,test,machine-2-4,
smd,machine-2-4,data/ServerMachineDataset/test_label/machine-2-4.txt,15056,15059,3,14,test,machine-2-4,
smd,machine-2-4,data/ServerMachineDataset/test_label/machine-2-4.txt,16525,16696,171,15,test,machine-2-4,
smd,machine-2-4,data/ServerMachineDataset/test_label/machine-2-4.txt,17965,18350,385,16,test,machine-2-4,
smd,machine-2-4,data/ServerMachineDataset/test_label/machine-2-4.txt,18579,18980,401,17,test,machine-2-4,
smd,machine-2-4,data/ServerMachineDataset/test_label/machine-2-4.txt,19404,19741,337,18,test,machine-2-4,
smd,machine-2-4,data/ServerMachineDataset/test_label/machine-2-4.txt,20844,20854,10,19,test,machine-2-4,
smd,machine-2-4,data/ServerMachineDataset/test_label/machine-2-4.txt,22284,22294,10,20,test,machine-2-4,
smd,machine-2-5,data/ServerMachineDataset/test_label/machine-2-5.txt,2585,2588,3,1,test,machine-2-5,
smd,machine-2-5,data/ServerMachineDataset/test_label/machine-2-5.txt,4978,4983,5,2,test,machine-2-5,
smd,machine-2-5,data/ServerMachineDataset/test_label/machine-2-5.txt,5100,5391,291,3,test,machine-2-5,
smd,machine-2-5,data/ServerMachineDataset/test_label/machine-2-5.txt,6023,6026,3,4,test,machine-2-5,
smd,machine-2-5,data/ServerMachineDataset/test_label/machine-2-5.txt,6417,6420,3,5,test,machine-2-5,
smd,machine-2-5,data/ServerMachineDataset/test_label/machine-2-5.txt,7255,7258,3,6,test,machine-2-5,
smd,machine-2-5,data/ServerMachineDataset/test_label/machine-2-5.txt,7857,7860,3,7,test,machine-2-5,
smd,machine-2-5,data/ServerMachineDataset/test_label/machine-2-5.txt,9297,9300,3,8,test,machine-2-5,
smd,machine-2-5,data/ServerMachineDataset/test_label/machine-2-5.txt,10737,10740,3,9,test,machine-2-5,
smd,machine-2-5,data/ServerMachineDataset/test_label/machine-2-5.txt,12094,12120,26,10,test,machine-2-5,
smd,machine-2-5,data/ServerMachineDataset/test_label/machine-2-5.txt,12176,12183,7,11,test,machine-2-5,
smd,machine-2-5,data/ServerMachineDataset/test_label/machine-2-5.txt,13616,13619,3,12,test,machine-2-5,
smd,machine-2-5,data/ServerMachineDataset/test_label/machine-2-5.txt,15056,15059,3,13,test,machine-2-5,
smd,machine-2-5,data/ServerMachineDataset/test_label/machine-2-5.txt,16524,16549,25,14,test,machine-2-5,
smd,machine-2-5,data/ServerMachineDataset/test_label/machine-2-5.txt,17960,18331,371,15,test,machine-2-5,
smd,machine-2-5,data/ServerMachineDataset/test_label/machine-2-5.txt,18592,18701,109,16,test,machine-2-5,
smd,machine-2-5,data/ServerMachineDataset/test_label/machine-2-5.txt,18880,18951,71,17,test,machine-2-5,
smd,machine-2-5,data/ServerMachineDataset/test_label/machine-2-5.txt,19405,19413,8,18,test,machine-2-5,
smd,machine-2-5,data/ServerMachineDataset/test_label/machine-2-5.txt,20846,20854,8,19,test,machine-2-5,
smd,machine-2-5,data/ServerMachineDataset/test_label/machine-2-5.txt,22283,22294,11,20,test,machine-2-5,
smd,machine-2-5,data/ServerMachineDataset/test_label/machine-2-5.txt,23120,23141,21,21,test,machine-2-5,
smd,machine-2-6,data/ServerMachineDataset/test_label/machine-2-6.txt,1170,1205,35,1,test,machine-2-6,
smd,machine-2-6,data/ServerMachineDataset/test_label/machine-2-6.txt,8188,8214,26,2,test,machine-2-6,
smd,machine-2-6,data/ServerMachineDataset/test_label/machine-2-6.txt,8218,8235,17,3,test,machine-2-6,
smd,machine-2-6,data/ServerMachineDataset/test_label/machine-2-6.txt,13890,13995,105,4,test,machine-2-6,
smd,machine-2-6,data/ServerMachineDataset/test_label/machine-2-6.txt,16720,16743,23,5,test,machine-2-6,
smd,machine-2-6,data/ServerMachineDataset/test_label/machine-2-6.txt,18122,18125,3,6,test,machine-2-6,
smd,machine-2-6,data/ServerMachineDataset/test_label/machine-2-6.txt,20620,20738,118,7,test,machine-2-6,
smd,machine-2-6,data/ServerMachineDataset/test_label/machine-2-6.txt,27883,27980,97,8,test,machine-2-6,
smd,machine-2-7,data/ServerMachineDataset/test_label/machine-2-7.txt,664,667,3,1,test,machine-2-7,
smd,machine-2-7,data/ServerMachineDataset/test_label/machine-2-7.txt,2104,2107,3,2,test,machine-2-7,
smd,machine-2-7,data/ServerMachineDataset/test_label/machine-2-7.txt,3544,3547,3,3,test,machine-2-7,
smd,machine-2-7,data/ServerMachineDataset/test_label/machine-2-7.txt,4984,4987,3,4,test,machine-2-7,
smd,machine-2-7,data/ServerMachineDataset/test_label/machine-2-7.txt,6030,6034,4,5,test,machine-2-7,
smd,machine-2-7,data/ServerMachineDataset/test_label/machine-2-7.txt,7665,7669,4,6,test,machine-2-7,
smd,machine-2-7,data/ServerMachineDataset/test_label/machine-2-7.txt,7863,7867,4,7,test,machine-2-7,
smd,machine-2-7,data/ServerMachineDataset/test_label/machine-2-7.txt,9304,9307,3,8,test,machine-2-7,
smd,machine-2-7,data/ServerMachineDataset/test_label/machine-2-7.txt,10744,10747,3,9,test,machine-2-7,
smd,machine-2-7,data/ServerMachineDataset/test_label/machine-2-7.txt,12099,12127,28,10,test,machine-2-7,
smd,machine-2-7,data/ServerMachineDataset/test_label/machine-2-7.txt,13623,13625,2,11,test,machine-2-7,
smd,machine-2-7,data/ServerMachineDataset/test_label/machine-2-7.txt,14934,14938,4,12,test,machine-2-7,
smd,machine-2-7,data/ServerMachineDataset/test_label/machine-2-7.txt,15063,15066,3,13,test,machine-2-7,
smd,machine-2-7,data/ServerMachineDataset/test_label/machine-2-7.txt,16534,16557,23,14,test,machine-2-7,
smd,machine-2-7,data/ServerMachineDataset/test_label/machine-2-7.txt,17978,17981,3,15,test,machine-2-7,
smd,machine-2-7,data/ServerMachineDataset/test_label/machine-2-7.txt,18639,18944,305,16,test,machine-2-7,
smd,machine-2-7,data/ServerMachineDataset/test_label/machine-2-7.txt,19411,19418,7,17,test,machine-2-7,
smd,machine-2-7,data/ServerMachineDataset/test_label/machine-2-7.txt,20853,20857,4,18,test,machine-2-7,
smd,machine-2-7,data/ServerMachineDataset/test_label/machine-2-7.txt,22291,22296,5,19,test,machine-2-7,
smd,machine-2-7,data/ServerMachineDataset/test_label/machine-2-7.txt,22924,22927,3,20,test,machine-2-7,
smd,machine-2-8,data/ServerMachineDataset/test_label/machine-2-8.txt,17580,17741,161,1,test,machine-2-8,
smd,machine-2-9,data/ServerMachineDataset/test_label/machine-2-9.txt,15131,15253,122,1,test,machine-2-9,
smd,machine-2-9,data/ServerMachineDataset/test_label/machine-2-9.txt,15598,16012,414,2,test,machine-2-9,
smd,machine-2-9,data/ServerMachineDataset/test_label/machine-2-9.txt,16729,16982,253,3,test,machine-2-9,
smd,machine-2-9,data/ServerMachineDataset/test_label/machine-2-9.txt,17083,17286,203,4,test,machine-2-9,
smd,machine-2-9,data/ServerMachineDataset/test_label/machine-2-9.txt,17914,18096,182,5,test,machine-2-9,
smd,machine-2-9,data/ServerMachineDataset/test_label/machine-2-9.txt,19157,19501,344,6,test,machine-2-9,
smd,machine-2-9,data/ServerMachineDataset/test_label/machine-2-9.txt,20615,20845,230,7,test,machine-2-9,
smd,machine-2-9,data/ServerMachineDataset/test_label/machine-2-9.txt,24475,24478,3,8,test,machine-2-9,
smd,machine-2-9,data/ServerMachineDataset/test_label/machine-2-9.txt,25904,25906,2,9,test,machine-2-9,
smd,machine-2-9,data/ServerMachineDataset/test_label/machine-2-9.txt,27356,27358,2,10,test,machine-2-9,
smd,machine-3-1,data/ServerMachineDataset/test_label/machine-3-1.txt,1209,1240,31,1,test,machine-3-1,
smd,machine-3-1,data/ServerMachineDataset/test_label/machine-3-1.txt,5399,5530,131,2,test,machine-3-1,
smd,machine-3-1,data/ServerMachineDataset/test_label/machine-3-1.txt,10696,10717,21,3,test,machine-3-1,
smd,machine-3-1,data/ServerMachineDataset/test_label/machine-3-1.txt,27839,27964,125,4,test,machine-3-1,
smd,machine-3-10,data/ServerMachineDataset/test_label/machine-3-10.txt,326,329,3,1,test,machine-3-10,
smd,machine-3-10,data/ServerMachineDataset/test_label/machine-3-10.txt,2155,2228,73,2,test,machine-3-10,
smd,machine-3-10,data/ServerMachineDataset/test_label/machine-3-10.txt,2875,2951,76,3,test,machine-3-10,
smd,machine-3-10,data/ServerMachineDataset/test_label/machine-3-10.txt,3596,3599,3,4,test,machine-3-10,
smd,machine-3-10,data/ServerMachineDataset/test_label/machine-3-10.txt,6486,6498,12,5,test,machine-3-10,
smd,machine-3-10,data/ServerMachineDataset/test_label/machine-3-10.txt,7891,7901,10,6,test,machine-3-10,
smd,machine-3-10,data/ServerMachineDataset/test_label/machine-3-10.txt,9336,9347,11,7,test,machine-3-10,
smd,machine-3-10,data/ServerMachineDataset/test_label/machine-3-10.txt,10772,10782,10,8,test,machine-3-10,
smd,machine-3-10,data/ServerMachineDataset/test_label/machine-3-10.txt,12219,12228,9,9,test,machine-3-10,
smd,machine-3-10,data/ServerMachineDataset/test_label/machine-3-10.txt,13148,13441,293,10,test,machine-3-10,
smd,machine-3-10,data/ServerMachineDataset/test_label/machine-3-10.txt,14655,14673,18,11,test,machine-3-10,
smd,machine-3-10,data/ServerMachineDataset/test_label/machine-3-10.txt,21500,21601,101,12,test,machine-3-10,
smd,machine-3-10,data/ServerMachineDataset/test_label/machine-3-10.txt,21785,22213,428,13,test,machine-3-10,
smd,machine-3-11,data/ServerMachineDataset/test_label/machine-3-11.txt,21230,21296,66,1,test,machine-3-11,
smd,machine-3-11,data/ServerMachineDataset/test_label/machine-3-11.txt,27825,27951,126,2,test,machine-3-11,
smd,machine-3-11,data/ServerMachineDataset/test_label/machine-3-11.txt,27995,28001,6,3,test,machine-3-11,
smd,machine-3-2,data/ServerMachineDataset/test_label/machine-3-2.txt,135,161,26,1,test,machine-3-2,
smd,machine-3-2,data/ServerMachineDataset/test_label/machine-3-2.txt,3080,3917,837,2,test,machine-3-2,
smd,machine-3-2,data/ServerMachineDataset/test_label/machine-3-2.txt,9139,9144,5,3,test,machine-3-2,
smd,machine-3-2,data/ServerMachineDataset/test_label/machine-3-2.txt,9199,9204,5,4,test,machine-3-2,
smd,machine-3-2,data/ServerMachineDataset/test_label/machine-3-2.txt,11900,12023,123,5,test,machine-3-2,
smd,machine-3-2,data/ServerMachineDataset/test_label/machine-3-2.txt,12139,12143,4,6,test,machine-3-2,
smd,machine-3-2,data/ServerMachineDataset/test_label/machine-3-2.txt,15577,15582,5,7,test,machine-3-2,
smd,machine-3-2,data/ServerMachineDataset/test_label/machine-3-2.txt,15644,15739,95,8,test,machine-3-2,
smd,machine-3-2,data/ServerMachineDataset/test_label/machine-3-2.txt,20717,20723,6,9,test,machine-3-2,
smd,machine-3-2,data/ServerMachineDataset/test_label/machine-3-2.txt,23059,23062,3,10,test,machine-3-2,
smd,machine-3-3,data/ServerMachineDataset/test_label/machine-3-3.txt,739,742,3,1,test,machine-3-3,
smd,machine-3-3,data/ServerMachineDataset/test_label/machine-3-3.txt,1808,1814,6,2,test,machine-3-3,
smd,machine-3-3,data/ServerMachineDataset/test_label/machine-3-3.txt,2179,2182,3,3,test,machine-3-3,
smd,machine-3-3,data/ServerMachineDataset/test_label/machine-3-3.txt,3619,3622,3,4,test,machine-3-3,
smd,machine-3-3,data/ServerMachineDataset/test_label/machine-3-3.txt,4561,4578,17,5,test,machine-3-3,
smd,machine-3-3,data/ServerMachineDataset/test_label/machine-3-3.txt,5059,5062,3,6,test,machine-3-3,
smd,machine-3-3,data/ServerMachineDataset/test_label/machine-3-3.txt,5449,5453,4,7,test,machine-3-3,
smd,machine-3-3,data/ServerMachineDataset/test_label/machine-3-3.txt,6499,6502,3,8,test,machine-3-3,
smd,machine-3-3,data/ServerMachineDataset/test_label/machine-3-3.txt,7939,7942,3,9,test,machine-3-3,
smd,machine-3-3,data/ServerMachineDataset/test_label/machine-3-3.txt,8407,8414,7,10,test,machine-3-3,
smd,machine-3-3,data/ServerMachineDataset/test_label/machine-3-3.txt,9737,9740,3,11,test,machine-3-3,
smd,machine-3-3,data/ServerMachineDataset/test_label/machine-3-3.txt,10819,10822,3,12,test,machine-3-3,
smd,machine-3-3,data/ServerMachineDataset/test_label/machine-3-3.txt,12259,12262,3,13,test,machine-3-3,
smd,machine-3-3,data/ServerMachineDataset/test_label/machine-3-3.txt,13699,13702,3,14,test,machine-3-3,
smd,machine-3-3,data/ServerMachineDataset/test_label/machine-3-3.txt,13827,13830,3,15,test,machine-3-3,
smd,machine-3-3,data/ServerMachineDataset/test_label/machine-3-3.txt,14476,14486,10,16,test,machine-3-3,
smd,machine-3-3,data/ServerMachineDataset/test_label/machine-3-3.txt,15139,15142,3,17,test,machine-3-3,
smd,machine-3-3,data/ServerMachineDataset/test_label/machine-3-3.txt,16199,16212,13,18,test,machine-3-3,
smd,machine-3-3,data/ServerMachineDataset/test_label/machine-3-3.txt,16579,16582,3,19,test,machine-3-3,
smd,machine-3-3,data/ServerMachineDataset/test_label/machine-3-3.txt,18019,18022,3,20,test,machine-3-3,
smd,machine-3-3,data/ServerMachineDataset/test_label/machine-3-3.txt,19081,19088,7,21,test,machine-3-3,
smd,machine-3-3,data/ServerMachineDataset/test_label/machine-3-3.txt,19349,19830,481,22,test,machine-3-3,
smd,machine-3-3,data/ServerMachineDataset/test_label/machine-3-3.txt,20897,20903,6,23,test,machine-3-3,
smd,machine-3-3,data/ServerMachineDataset/test_label/machine-3-3.txt,21878,21893,15,24,test,machine-3-3,
smd,machine-3-3,data/ServerMachineDataset/test_label/machine-3-3.txt,22339,22342,3,25,test,machine-3-3,
smd,machine-3-3,data/ServerMachineDataset/test_label/machine-3-3.txt,23159,23180,21,26,test,machine-3-3,
smd,machine-3-4,data/ServerMachineDataset/test_label/machine-3-4.txt,2734,3520,786,1,test,machine-3-4,
smd,machine-3-4,data/ServerMachineDataset/test_label/machine-3-4.txt,4474,4550,76,2,test,machine-3-4,
smd,machine-3-4,data/ServerMachineDataset/test_label/machine-3-4.txt,6013,6016,3,3,test,machine-3-4,
smd,machine-3-4,data/ServerMachineDataset/test_label/machine-3-4.txt,10963,10969,6,4,test,machine-3-4,
smd,machine-3-4,data/ServerMachineDataset/test_label/machine-3-4.txt,11565,11569,4,5,test,machine-3-4,
smd,machine-3-4,data/ServerMachineDataset/test_label/machine-3-4.txt,13699,13709,10,6,test,machine-3-4,
smd,machine-3-4,data/ServerMachineDataset/test_label/machine-3-4.txt,18589,18640,51,7,test,machine-3-4,
smd,machine-3-4,data/ServerMachineDataset/test_label/machine-3-4.txt,18784,18825,41,8,test,machine-3-4,
smd,machine-3-5,data/ServerMachineDataset/test_label/machine-3-5.txt,1288,1439,151,1,test,machine-3-5,
smd,machine-3-5,data/ServerMachineDataset/test_label/machine-3-5.txt,8975,8979,4,2,test,machine-3-5,
smd,machine-3-5,data/ServerMachineDataset/test_label/machine-3-5.txt,13517,13520,3,3,test,machine-3-5,
smd,machine-3-5,data/ServerMachineDataset/test_label/machine-3-5.txt,14392,14395,3,4,test,machine-3-5,
smd,machine-3-5,data/ServerMachineDataset/test_label/machine-3-5.txt,14755,14758,3,5,test,machine-3-5,
smd,machine-3-5,data/ServerMachineDataset/test_label/machine-3-5.txt,14909,14912,3,6,test,machine-3-5,
smd,machine-3-5,data/ServerMachineDataset/test_label/machine-3-5.txt,15953,16057,104,7,test,machine-3-5,
smd,machine-3-5,data/ServerMachineDataset/test_label/machine-3-5.txt,16163,16308,145,8,test,machine-3-5,
smd,machine-3-5,data/ServerMachineDataset/test_label/machine-3-5.txt,18426,18430,4,9,test,machine-3-5,
smd,machine-3-5,data/ServerMachineDataset/test_label/machine-3-5.txt,18842,18845,3,10,test,machine-3-5,
smd,machine-3-5,data/ServerMachineDataset/test_label/machine-3-5.txt,19498,19501,3,11,test,machine-3-5,
smd,machine-3-6,data/ServerMachineDataset/test_label/machine-3-6.txt,1187,1221,34,1,test,machine-3-6,
smd,machine-3-6,data/ServerMachineDataset/test_label/machine-3-6.txt,8177,8211,34,2,test,machine-3-6,
smd,machine-3-6,data/ServerMachineDataset/test_label/machine-3-6.txt,10637,10743,106,3,test,machine-3-6,
smd,machine-3-6,data/ServerMachineDataset/test_label/machine-3-6.txt,15633,15863,230,4,test,machine-3-6,
smd,machine-3-6,data/ServerMachineDataset/test_label/machine-3-6.txt,16788,16995,207,5,test,machine-3-6,
smd,machine-3-6,data/ServerMachineDataset/test_label/machine-3-6.txt,18054,18134,80,6,test,machine-3-6,
smd,machine-3-6,data/ServerMachineDataset/test_label/machine-3-6.txt,19276,19500,224,7,test,machine-3-6,
smd,machine-3-6,data/ServerMachineDataset/test_label/machine-3-6.txt,20681,20865,184,8,test,machine-3-6,
smd,machine-3-6,data/ServerMachineDataset/test_label/machine-3-6.txt,24503,24506,3,9,test,machine-3-6,
smd,machine-3-6,data/ServerMachineDataset/test_label/machine-3-6.txt,26138,26149,11,10,test,machine-3-6,
smd,machine-3-6,data/ServerMachineDataset/test_label/machine-3-6.txt,27877,27958,81,11,test,machine-3-6,
smd,machine-3-7,data/ServerMachineDataset/test_label/machine-3-7.txt,10609,10644,35,1,test,machine-3-7,
smd,machine-3-7,data/ServerMachineDataset/test_label/machine-3-7.txt,11491,11554,63,2,test,machine-3-7,
smd,machine-3-7,data/ServerMachineDataset/test_label/machine-3-7.txt,14775,14793,18,3,test,machine-3-7,
smd,machine-3-7,data/ServerMachineDataset/test_label/machine-3-7.txt,21201,21512,311,4,test,machine-3-7,
smd,machine-3-7,data/ServerMachineDataset/test_label/machine-3-7.txt,24579,24586,7,5,test,machine-3-7,
smd,machine-3-8,data/ServerMachineDataset/test_label/machine-3-8.txt,15144,15266,122,1,test,machine-3-8,
smd,machine-3-8,data/ServerMachineDataset/test_label/machine-3-8.txt,15941,16514,573,2,test,machine-3-8,
smd,machine-3-8,data/ServerMachineDataset/test_label/machine-3-8.txt,17063,17276,213,3,test,machine-3-8,
smd,machine-3-8,data/ServerMachineDataset/test_label/machine-3-8.txt,21405,21548,143,4,test,machine-3-8,
smd,machine-3-8,data/ServerMachineDataset/test_label/machine-3-8.txt,23478,23781,303,5,test,machine-3-8,
smd,machine-3-8,data/ServerMachineDataset/test_label/machine-3-8.txt,28253,28270,17,6,test,machine-3-8,
smd,machine-3-9,data/ServerMachineDataset/test_label/machine-3-9.txt,1199,1230,31,1,test,machine-3-9,
smd,machine-3-9,data/ServerMachineDataset/test_label/machine-3-9.txt,5361,5487,126,2,test,machine-3-9,
smd,machine-3-9,data/ServerMachineDataset/test_label/machine-3-9.txt,10662,10707,45,3,test,machine-3-9,
smd,machine-3-9,data/ServerMachineDataset/test_label/machine-3-9.txt,27849,27950,101,4,test,machine-3-9,
iops,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,data/IOPS/KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa.test.out,3582,3610,28,1,test,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,
iops,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,data/IOPS/KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa.test.out,3656,3676,20,2,test,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,
iops,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,data/IOPS/KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa.test.out,4047,4050,3,3,test,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,
iops,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,data/IOPS/KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa.test.out,8692,8696,4,4,test,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,
iops,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,data/IOPS/KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa.test.out,13553,13578,25,5,test,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,
iops,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,data/IOPS/KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa.test.out,13621,13643,22,6,test,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,
iops,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,data/IOPS/KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa.test.out,13739,13788,49,7,test,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,
iops,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,data/IOPS/KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa.test.out,18357,18361,4,8,test,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,
iops,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,data/IOPS/KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa.test.out,22921,22925,4,9,test,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,
iops,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,data/IOPS/KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa.test.out,23613,23644,31,10,test,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,
iops,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,data/IOPS/KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa.test.out,23703,23724,21,11,test,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,
iops,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,data/IOPS/KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa.test.out,27121,27125,4,12,test,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,
iops,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,data/IOPS/KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa.test.out,27479,27484,5,13,test,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,
iops,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,data/IOPS/KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa.test.out,33687,33710,23,14,test,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,
iops,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,data/IOPS/KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa.test.out,33742,33763,21,15,test,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,
iops,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,data/IOPS/KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa.test.out,34518,34521,3,16,test,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,
iops,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,data/IOPS/KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa.test.out,41414,41417,3,17,test,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,
iops,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,data/IOPS/KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa.test.out,43780,43832,52,18,test,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,
iops,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,data/IOPS/KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa.test.out,43876,43897,21,19,test,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,
iops,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,data/IOPS/KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa.test.out,48927,48931,4,20,test,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,
iops,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,data/IOPS/KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa.test.out,53876,53901,25,21,test,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,
iops,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,data/IOPS/KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa.test.out,53946,53968,22,22,test,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,
iops,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,data/IOPS/KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa.test.out,54064,54081,17,23,test,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,
iops,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,data/IOPS/KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa.test.out,56059,56063,4,24,test,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,
iops,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,data/IOPS/KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa.test.out,56483,56486,3,25,test,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,
iops,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,data/IOPS/KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa.test.out,62177,62180,3,26,test,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,
iops,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,data/IOPS/KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa.test.out,62189,62193,4,27,test,KPI-05f10d3a-239c-3bef-9bdc-a2feeb0037aa,
