series_id,source_file,total_length,annotation_type,anomaly_end_index,last_anomalous_index,post_anomaly_suffix_len,num_anomalous_points,notes
DISTORTEDgaitHunt3,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/064_UCR_Anomaly_DISTORTEDgaitHunt3_23400_38400_39200.txt,64000,filename_anomaly_interval,39200,,24800,800,anomaly_end_index_from_filename
DISTORTEDinsectEPG1,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/065_UCR_Anomaly_DISTORTEDinsectEPG1_3000_7000_7030.txt,10001,filename_anomaly_interval,7030,,2971,30,anomaly_end_index_from_filename
DISTORTEDinsectEPG2,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/066_UCR_Anomaly_DISTORTEDinsectEPG2_3700_8000_8025.txt,9998,filename_anomaly_interval,8025,,1973,25,anomaly_end_index_from_filename
DISTORTEDinsectEPG3,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/067_UCR_Anomaly_DISTORTEDinsectEPG3_5200_7000_7050.txt,9998,filename_anomaly_interval,7050,,2948,50,anomaly_end_index_from_filename
DISTORTEDinsectEPG4,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/068_UCR_Anomaly_DISTORTEDinsectEPG4_1300_6508_6558.txt,9998,filename_anomaly_interval,6558,,3440,50,anomaly_end_index_from_filename
DISTORTEDinsectEPG5,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/069_UCR_Anomaly_DISTORTEDinsectEPG5_3200_8500_8501.txt,10028,filename_anomaly_interval,8501,,1527,1,anomaly_end_index_from_filename
DISTORTEDltstdbs30791AI,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/070_UCR_Anomaly_DISTORTEDltstdbs30791AI_17555_52600_52800.txt,56123,filename_anomaly_interval,52800,,3323,200,anomaly_end_index_from_filename
DISTORTEDltstdbs30791AS,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/071_UCR_Anomaly_DISTORTEDltstdbs30791AS_23000_52600_52800.txt,55000,filename_anomaly_interval,52800,,2200,200,anomaly_end_index_from_filename
DISTORTEDltstdbs30791ES,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/072_UCR_Anomaly_DISTORTEDltstdbs30791ES_20000_52600_52800.txt,55000,filename_anomaly_interval,52800,,2200,200,anomaly_end_index_from_filename
DISTORTEDpark3m,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/073_UCR_Anomaly_DISTORTEDpark3m_60000_72150_72495.txt,90000,filename_anomaly_interval,72495,,17505,345,anomaly_end_index_from_filename
DISTORTEDqtdbSel1005V,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/074_UCR_Anomaly_DISTORTEDqtdbSel1005V_4000_12400_12800.txt,36001,filename_anomaly_interval,12800,,23201,400,anomaly_end_index_from_filename
DISTORTEDqtdbSel100MLII,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/075_UCR_Anomaly_DISTORTEDqtdbSel100MLII_4000_13400_13800.txt,30000,filename_anomaly_interval,13800,,16200,400,anomaly_end_index_from_filename
DISTORTEDresperation10,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/076_UCR_Anomaly_DISTORTEDresperation10_48000_130700_131880.txt,195000,filename_anomaly_interval,131880,,63120,1180,anomaly_end_index_from_filename
DISTORTEDresperation11,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/077_UCR_Anomaly_DISTORTEDresperation11_58000_110800_110801.txt,195000,filename_anomaly_interval,110801,,84199,1,anomaly_end_index_from_filename
DISTORTEDresperation1,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/078_UCR_Anomaly_DISTORTEDresperation1_100000_110260_110412.txt,200000,filename_anomaly_interval,110412,,89588,152,anomaly_end_index_from_filename
DISTORTEDresperation2,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/079_UCR_Anomaly_DISTORTEDresperation2_30000_168250_168250.txt,200051,filename_anomaly_interval,168250,,31801,0,anomaly_end_index_from_filename
DISTORTEDresperation2,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/080_UCR_Anomaly_DISTORTEDresperation2_30000_168250_168251.txt,190050,filename_anomaly_interval,168251,,21799,1,anomaly_end_index_from_filename
DISTORTEDresperation3,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/081_UCR_Anomaly_DISTORTEDresperation3_45000_158250_158251.txt,190100,filename_anomaly_interval,158251,,31849,1,anomaly_end_index_from_filename
DISTORTEDresperation4,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/082_UCR_Anomaly_DISTORTEDresperation4_70000_128430_128431.txt,195250,filename_anomaly_interval,128431,,66819,1,anomaly_end_index_from_filename
DISTORTEDresperation9,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/083_UCR_Anomaly_DISTORTEDresperation9_38000_143411_143511.txt,195000,filename_anomaly_interval,143511,,51489,100,anomaly_end_index_from_filename
DISTORTEDs20101mML2,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/084_UCR_Anomaly_DISTORTEDs20101mML2_12000_35774_35874.txt,40000,filename_anomaly_interval,35874,,4126,100,anomaly_end_index_from_filename
DISTORTEDs20101m,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/085_UCR_Anomaly_DISTORTEDs20101m_10000_35774_35874.txt,40000,filename_anomaly_interval,35874,,4126,100,anomaly_end_index_from_filename
DISTORTEDsddb49,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/086_UCR_Anomaly_DISTORTEDsddb49_20000_67950_68200.txt,80000,filename_anomaly_interval,68200,,11800,250,anomaly_end_index_from_filename
DISTORTEDsel840mECG1,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/087_UCR_Anomaly_DISTORTEDsel840mECG1_17000_51370_51740.txt,60000,filename_anomaly_interval,51740,,8260,370,anomaly_end_index_from_filename
DISTORTEDsel840mECG2,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/088_UCR_Anomaly_DISTORTEDsel840mECG2_20000_49370_49740.txt,57001,filename_anomaly_interval,49740,,7261,370,anomaly_end_index_from_filename
DISTORTEDtiltAPB1,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/089_UCR_Anomaly_DISTORTEDtiltAPB1_100000_114283_114350.txt,130001,filename_anomaly_interval,114350,,15651,67,anomaly_end_index_from_filename
DISTORTEDtiltAPB2,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/090_UCR_Anomaly_DISTORTEDtiltAPB2_50000_124159_124985.txt,128767,filename_anomaly_interval,124985,,3782,826,anomaly_end_index_from_filename
DISTORTEDtiltAPB3,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/091_UCR_Anomaly_DISTORTEDtiltAPB3_40000_114000_114370.txt,129489,filename_anomaly_interval,114370,,15119,370,anomaly_end_index_from_filename
DISTORTEDtiltAPB4,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/092_UCR_Anomaly_DISTORTEDtiltAPB4_20000_67995_67996.txt,128001,filename_anomaly_interval,67996,,60005,1,anomaly_end_index_from_filename
NOISE1sddb40,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/093_UCR_Anomaly_NOISE1sddb40_35000_52000_52620.txt,79795,filename_anomaly_interval,52620,,27175,620,anomaly_end_index_from_filename
NOISEBIDMC1,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/094_UCR_Anomaly_NOISEBIDMC1_2500_5400_5600.txt,11000,filename_anomaly_interval,5600,,5400,200,anomaly_end_index_from_filename
NOISECIMIS44AirTemperature4,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/095_UCR_Anomaly_NOISECIMIS44AirTemperature4_4000_5549_5597.txt,8184,filename_anomaly_interval,5597,,2587,48,anomaly_end_index_from_filename
NOISEECG4,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/096_UCR_Anomaly_NOISEECG4_5000_16900_17100.txt,30000,filename_anomaly_interval,17100,,12900,200,anomaly_end_index_from_filename
NOISEGP711MarkerLFM5z3,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/097_UCR_Anomaly_NOISEGP711MarkerLFM5z3_5000_5948_5993.txt,12000,filename_anomaly_interval,5993,,6007,45,anomaly_end_index_from_filename
NOISEInternalBleeding16,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/098_UCR_Anomaly_NOISEInternalBleeding16_1200_4187_4199.txt,7501,filename_anomaly_interval,4199,,3302,12,anomaly_end_index_from_filename
NOISEInternalBleeding6,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/099_UCR_Anomaly_NOISEInternalBleeding6_1500_3474_3629.txt,7654,filename_anomaly_interval,3629,,4025,155,anomaly_end_index_from_filename
NOISELab2Cmac011215EPG1,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/100_UCR_Anomaly_NOISELab2Cmac011215EPG1_5000_17210_17260.txt,30001,filename_anomaly_interval,17260,,12741,50,anomaly_end_index_from_filename
NOISELab2Cmac011215EPG4,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/101_UCR_Anomaly_NOISELab2Cmac011215EPG4_6000_17390_17520.txt,30066,filename_anomaly_interval,17520,,12546,130,anomaly_end_index_from_filename
NOISEMesoplodonDensirostris,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/102_UCR_Anomaly_NOISEMesoplodonDensirostris_10000_19280_19440.txt,24667,filename_anomaly_interval,19440,,5227,160,anomaly_end_index_from_filename
NOISETkeepThirdMARS,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.txt,11308,filename_anomaly_interval,4809,,6499,98,anomaly_end_index_from_filename
NOISEapneaecg4,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/104_UCR_Anomaly_NOISEapneaecg4_6000_16000_16100.txt,38269,filename_anomaly_interval,16100,,22169,100,anomaly_end_index_from_filename
NOISEgait3,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/105_UCR_Anomaly_NOISEgait3_24500_59900_60500.txt,65000,filename_anomaly_interval,60500,,4500,600,anomaly_end_index_from_filename
NOISEgaitHunt2,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/106_UCR_Anomaly_NOISEgaitHunt2_18500_31200_31850.txt,64000,filename_anomaly_interval,31850,,32150,650,anomaly_end_index_from_filename
NOISEinsectEPG3,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/107_UCR_Anomaly_NOISEinsectEPG3_5200_7000_7050.txt,9998,filename_anomaly_interval,7050,,2948,50,anomaly_end_index_from_filename
NOISEresperation2,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/108_UCR_Anomaly_NOISEresperation2_30000_168250_168250.txt,200051,filename_anomaly_interval,168250,,31801,0,anomaly_end_index_from_filename
1sddb40,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/109_UCR_Anomaly_1sddb40_35000_52000_52620.txt,79795,filename_anomaly_interval,52620,,27175,620,anomaly_end_index_from_filename
2sddb40,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/110_UCR_Anomaly_2sddb40_35000_56600_56900.txt,80001,filename_anomaly_interval,56900,,23101,300,anomaly_end_index_from_filename
3sddb40,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/111_UCR_Anomaly_3sddb40_35000_46600_46900.txt,80000,filename_anomaly_interval,46900,,33100,300,anomaly_end_index_from_filename
BIDMC1,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/112_UCR_Anomaly_BIDMC1_2500_5400_5600.txt,11000,filename_anomaly_interval,5600,,5400,200,anomaly_end_index_from_filename
CIMIS44AirTemperature1,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/113_UCR_Anomaly_CIMIS44AirTemperature1_4000_5391_5392.txt,8184,filename_anomaly_interval,5392,,2792,1,anomaly_end_index_from_filename
CIMIS44AirTemperature2,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/114_UCR_Anomaly_CIMIS44AirTemperature2_4000_5703_5727.txt,8184,filename_anomaly_interval,5727,,2457,24,anomaly_end_index_from_filename
CIMIS44AirTemperature3,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/115_UCR_Anomaly_CIMIS44AirTemperature3_4000_6520_6544.txt,8184,filename_anomaly_interval,6544,,1640,24,anomaly_end_index_from_filename
CIMIS44AirTemperature4,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/116_UCR_Anomaly_CIMIS44AirTemperature4_4000_5549_5597.txt,8184,filename_anomaly_interval,5597,,2587,48,anomaly_end_index_from_filename
CIMIS44AirTemperature5,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/117_UCR_Anomaly_CIMIS44AirTemperature5_4000_4852_4900.txt,8184,filename_anomaly_interval,4900,,3284,48,anomaly_end_index_from_filename
CIMIS44AirTemperature6,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/118_UCR_Anomaly_CIMIS44AirTemperature6_4000_6006_6054.txt,8184,filename_anomaly_interval,6054,,2130,48,anomaly_end_index_from_filename
ECG1,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/119_UCR_Anomaly_ECG1_10000_11800_12100.txt,30000,filename_anomaly_interval,12100,,17900,300,anomaly_end_index_from_filename
ECG2,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/120_UCR_Anomaly_ECG2_15000_16000_16100.txt,30000,filename_anomaly_interval,16100,,13900,100,anomaly_end_index_from_filename
ECG3,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/121_UCR_Anomaly_ECG3_15000_16000_16100.txt,30000,filename_anomaly_interval,16100,,13900,100,anomaly_end_index_from_filename
ECG3,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/122_UCR_Anomaly_ECG3_8000_17000_17100.txt,30000,filename_anomaly_interval,17100,,12900,100,anomaly_end_index_from_filename
ECG4,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/123_UCR_Anomaly_ECG4_5000_16800_17100.txt,200000,filename_anomaly_interval,17100,,182900,300,anomaly_end_index_from_filename
ECG4,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/124_UCR_Anomaly_ECG4_5000_16900_17100.txt,30000,filename_anomaly_interval,17100,,12900,200,anomaly_end_index_from_filename
ECG4,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/125_UCR_Anomaly_ECG4_5000_17000_17100.txt,30000,filename_anomaly_interval,17100,,12900,100,anomaly_end_index_from_filename
ECG4,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/126_UCR_Anomaly_ECG4_8000_17000_17100.txt,30000,filename_anomaly_interval,17100,,12900,100,anomaly_end_index_from_filename
GP711MarkerLFM5z1,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/127_UCR_Anomaly_GP711MarkerLFM5z1_5000_6168_6212.txt,12000,filename_anomaly_interval,6212,,5788,44,anomaly_end_index_from_filename
GP711MarkerLFM5z2,/Users/conquerormikrokosmos/Downloads/LAPTOP MAC/MYUNIVERSITY/ĐẠI HỌC QUỐC GIA TPHCM/ĐH KHOA HỌC TỰ NHIÊN/Khoá luận tốt nghiệp/bachelor-thesis-2026/data/AnomalyArchive/128_UCR_Anomaly_GP711MarkerLFM5z2_5000_7175_7388.txt,12000,filename_anomaly_interval,7388,,4612,213,anomaly_end_index_from_filename
